time	cell	Mb	Bc	Bcp	Bn	Cc	Mc	Ccp	Mp	Pc	Pcp	PCc	PCcp	PCn	Bnp	PCnp	In	Mr	Rc	Rn	parameter_0000096	parameter_0000097	vmP	kdmp	vsC	vmC	kdmc	vsB	vmB	kdmb	ksP	V1P	V2P	k4	k3	kdn	ksC	V1C	V2C	kdnC	KmB	Kp	Kdp	VdPC	vdCC	Kd	V1PC	V2PC	k2	k1	V3PC	V4PC	k7	k8	vdPCC	vdPCN	ksB	V1B	V2B	k5	k6	vdBC	V3B	V4B	vdBN	vdIN	vsR	KAR	vmR	kmR	kdmr	ksR	k9	k10	vdRC	vdRN	KAP	KAC	KmP	KmC	h	m	n	reaction_0	reaction_1	reaction_2	reaction_3	reaction_4	reaction_5	reaction_6	reaction_7	reaction_8	reaction_9	reaction_10	reaction_11	reaction_12	reaction_13	reaction_14	reaction_15	reaction_16	reaction_17	reaction_18	reaction_19	reaction_20	reaction_21	reaction_22	reaction_23	reaction_24	reaction_25	reaction_26	reaction_27	reaction_28	reaction_29	reaction_30	reaction_31	reaction_32	reaction_33	reaction_34	reaction_35	reaction_36	reaction_37	reaction_38	reaction_39	reaction_40	reaction_41	reaction_42	reaction_43	reaction_44	reaction_45	reaction_46	reaction_47	reaction_48	reaction_49	reaction_50	reaction_51	reaction_52	reaction_53	reaction_54	reaction_55	reaction_56
10.0	1.0	6.161502894902265	1.790592120953716	0.10619499692377113	1.2880164732874182	5.700390257045804	1.21287969703583	0.38675715606995603	1.8590523437058568	0.21742363024983014	0.1792799213853352	0.3063315300804605	0.11072775229688361	0.06188371707541861	0.07577800779178162	0.02082203184733921	0.012977564480671082	0.9053895348710566	0.1396549807011072	0.03561676443791051	1.0	3.0	2.2	0.02	2.2	2.0	0.02	1.8	1.3	0.02	1.2	9.6	0.6	0.4	0.8	0.02	3.2	1.2	0.2	0.02	0.4	1.006	0.1	3.4	1.4	0.3	2.4	0.2	0.4	0.8	2.4	0.2	1.0	0.2	1.4	1.4	0.32	1.4	0.2	0.8	0.4	3.0	1.4	0.4	3.0	1.6	1.6	0.6	1.6	0.4	0.02	1.7	0.8	0.4	4.4	0.8	0.6	0.6	0.3	0.4	2.0	2.0	2.0	1.7977194959061369	1.9716809263687247	0.1232300578980453	0.896387052853565	0.9172671074480054	3.881215030514656	0.0242575939407166	1.0199925811457655	0.7884301076620788	2.46507812978245	2.230862812447028	1.2718073624871666	1.7060867542440206	0.8689870227899447	0.5602209924408579	0.3774248327480579	0.22031173723420094	4.1644063694678423E-4	0.0021238999384754226	0.0015155601558356324	1.807723961840463	0.13907967562962237	0.037181046874117135	0.07711173412526284	1.2207498635100815	1.5039927643269058	1.8943103292868033	0.004348472604996603	0.11400780514091607	0.003585598427706704	0.007735143121399121	0.0022145550459376725	0.00612663060160921	0.09086297601950886	0.03581184241907432	0.78431539823003	0.7860549754545981	0.6049689408681694	2.5955128961342163E-4	0.0663437432121627	0.025760329465748365	0.10300443609990274	0.17244024720440498	0.15891174942043249	0.3851617842687113	0.03446727642132061	0.0012376743415083722	0.10509081133355887	1.314708335883973	0.01810779069742113	1.1097248883160247	1.5391622092807962	0.09747727878572157	1.3976457496398025	0.002793099614022144	0.08489865396935416	7.123352887582102E-4
11.0	1.0	6.60724918283788	2.0165496486200154	0.11276675000212785	1.4821186021052573	7.904127414620866	1.4948328973279645	0.44659579738146665	2.414035527846917	0.2500042780295498	0.22317235451205814	0.5352388121772702	0.2079704733339676	0.10711226543037931	0.08230412615978272	0.03747184211490166	0.027385957910699553	1.09056096430818	0.18430191244256125	0.048906187144535776	1.0	3.0	2.2	0.02	2.2	2.0	0.02	1.8	1.3	0.02	1.2	9.6	0.6	0.4	0.8	0.02	3.2	1.2	0.2	0.02	0.4	1.006	0.1	3.4	1.4	0.3	2.4	0.2	0.4	0.8	2.4	0.2	1.0	0.2	1.4	1.4	0.32	1.4	0.2	0.8	0.4	3.0	1.4	0.4	3.0	1.6	1.6	0.6	1.6	0.4	0.02	1.7	0.8	0.4	4.4	0.8	0.6	0.6	0.3	0.4	2.0	2.0	2.0	1.795705005578858	2.114319738508122	0.13214498365675761	0.9340357765031178	1.0203922780539094	4.7834652714494865	0.029896657946559293	1.064513721990207	0.8374466056826667	2.577576435265092	2.8968426334163	1.4503556978821768	1.9108542152809551	1.3667570093257813	0.8334679473914646	0.5731802889183502	0.38534614356966446	7.494368422980333E-4	0.002255335000042557	0.0016460825231956544	1.8902227191944008	0.23094654961286923	0.04828071055693834	0.15327588952586116	1.225791136231664	1.5777991815910863	1.9568196903731814	0.005000085560590996	0.15808254829241733	0.004463447090241163	0.008931915947629333	0.004159409466679352	0.010704776243545404	0.15545172193359072	0.04033099297240031	0.8195918154857182	0.8339498129999435	0.6458532921409066	5.477191582139911E-4	0.13384059883555335	0.029642372042105146	0.10600035014963578	0.18058642531797936	0.16340989064348385	0.4143405549320856	0.05451566159065791	0.002142245308607586	0.13505870941623774	1.3747074321413824	0.0218112192861636	1.1706314499541146	1.8539536393239058	0.12787905509623468	1.6744274468324478	0.003686038248851225	0.11213601580364341	9.781237428907155E-4
12.0	1.0	7.036958647027293	2.239053944414695	0.11855553412267633	1.649101867578425	10.389292811215139	1.774488347379039	0.4963933199418676	2.9947206378548716	0.2748793476613244	0.26197937111620084	0.8537327397155713	0.35670098044200266	0.1697327113999347	0.08741618758895965	0.06195253556151712	0.05215537490517487	1.267819846653182	0.23536684076511646	0.06525224050227434	-0.0	2.4	2.2	0.02	2.2	2.0	0.02	1.8	1.3	0.02	1.2	9.6	0.6	0.4	0.8	0.02	3.2	1.2	0.2	0.02	0.4	1.006	0.1	3.4	1.4	0.3	2.4	0.2	0.4	0.8	2.4	0.2	1.0	0.2	1.4	1.4	0.32	1.4	0.2	0.8	0.4	3.0	1.4	0.4	3.0	1.6	1.6	0.6	1.6	0.4	0.02	1.7	0.8	0.4	4.4	0.8	0.6	0.6	0.3	0.4	2.0	2.0	2.0	1.7923683556312784	2.2518267670487337	0.14073917294054586	0.9659856433437408	1.131602408500386	5.678362711612925	0.03548976694758078	1.094061519962709	0.8726223971458503	2.119438341375712	3.593664765425846	1.584986758545815	2.060179783807746	1.9431485286012147	1.101748940350827	0.7604395112714578	0.6150931072124832	0.0012390507112303424	0.0023711106824535265	0.0017483237517791931	1.9428184795944028	0.34647203689247114	0.059894412757097434	0.26947545637774717	1.2300789442727567	1.632097361678549	1.9996795259613536	0.005497586953226488	0.2077858562243028	0.005239587422324017	0.009927866398837353	0.007134019608840053	0.017074654794311427	0.23962686060913865	0.044781078888293906	0.849747699820844	0.8695495426378778	0.6769168949778607	0.0010431074981034974	0.23696528803727634	0.0329820373515685	0.1084900774520132	0.1865712641229912	0.16646508381088262	0.43424469793683607	0.07650702762598573	0.003394654227998694	0.15620767010256104	1.4129588942504747	0.02535639693306364	1.2162655089611212	2.1552937393104092	0.16219257641118343	1.9344009014201753	0.0047073368153023295	0.14291984172372085	0.0013050448100454868
13.0	1.0	7.450024890850975	2.449696126616367	0.1235117312798463	1.7737199349505142	13.242193933913576	2.0427602622079473	0.5374163723784715	3.0702084968995162	0.25201891828928974	0.24583417315844389	1.1516420459063113	0.5485574403351348	0.23716930832372396	0.09096782197012433	0.09275655024449159	0.08827429835611313	1.431818858700968	0.291889307264043	0.08491118585759753	-0.0	2.4	2.2	0.02	2.2	2.0	0.02	1.8	1.3	0.02	1.2	9.6	0.6	0.4	0.8	0.02	3.2	1.2	0.2	0.02	0.4	1.006	0.1	3.4	1.4	0.3	2.4	0.2	0.4	0.8	2.4	0.2	1.0	0.2	1.4	1.4	0.32	1.4	0.2	0.8	0.4	3.0	1.4	0.4	3.0	1.6	1.6	0.6	1.6	0.4	0.02	1.7	0.8	0.4	4.4	0.8	0.6	0.6	0.3	0.4	2.0	2.0	2.0	1.7871150621647576	2.3840079650723123	0.14900049781701952	0.9924410166877057	1.250268927312888	6.536832839065432	0.04085520524415895	1.1152734721608033	0.8984573817119251	2.1535711088487046	3.6842501962794194	1.5313005851249333	1.92316791139132	2.2091698944389906	1.281000671737541	0.90504234594405	0.8264459133955595	0.0018551310048898317	0.0024702346255969262	0.0018193564394024867	1.9741068497779795	0.45786711123398727	0.061404169937990326	0.4030170704609915	1.2337581718236272	1.6725016317086718	2.004166418603722	0.005040378365785795	0.2648438786782715	0.004916683463168878	0.01074832744756943	0.010971148806702696	0.023032840918126227	0.3306352758762411	0.048993922532327344	0.8749112869194602	0.8933302516229668	0.6980202732163131	0.0017654859671222625	0.3637605630034288	0.035474398699010284	0.11051923813806828	0.1905406283250288	0.1686233349711877	0.4265064454098612	0.0962421771159938	0.00474338616647448	0.16916233049509816	1.4357140725658033	0.02863637717401936	1.250620476495228	2.4340920597916456	0.1995469714681954	2.1698532752659694	0.0058377861452808604	0.17647953912986344	0.0016982237171519507
14.0	1.0	7.845077688070278	2.645433932153059	0.12769772695255285	1.8755414527040697	16.602847689270558	2.296214780179649	0.5718187015100762	3.166921209179862	0.22677526788368135	0.20775427560187681	1.3842550696143385	0.7458981295234418	0.287843369984095	0.09362046046369507	0.11923867299672124	0.12602804392583128	1.5812610565022431	0.35299643861996943	0.10810007437341944	-0.0	2.4	2.2	0.02	2.2	2.0	0.02	1.8	1.3	0.02	1.2	9.6	0.6	0.4	0.8	0.02	3.2	1.2	0.2	0.02	0.4	1.006	0.1	3.4	1.4	0.3	2.4	0.2	0.4	0.8	2.4	0.2	1.0	0.2	1.4	1.4	0.32	1.4	0.2	0.8	0.4	3.0	1.4	0.4	3.0	1.6	1.6	0.6	1.6	0.4	0.02	1.7	0.8	0.4	4.4	0.8	0.6	0.6	0.3	0.4	2.0	2.0	2.0	1.7792088308848661	2.510424860182489	0.15690155376140555	1.0142885161913526	1.3661305646408193	7.347887296574877	0.04592429560359298	1.1314435548933977	0.918248462355168	2.1771849648986032	3.8003054510158343	1.3911542866066025	1.7659687279585785	2.4583901580472975	1.3898985967260986	0.998431254302586	0.9922667076978329	0.002384773459934425	0.002553954539051057	0.0018724092092739014	1.9957528844903867	0.5339317756602332	0.06333842418359724	0.5146565635060383	1.2369320678745837	1.7032877329057978	2.0096293627174386	0.004535505357673627	0.33205695378541117	0.004155085512037537	0.011436374030201524	0.014917962590468837	0.027685101392286773	0.3981840248709958	0.05290867864306118	0.8957101165519111	0.9112338228976917	0.713533491272845	0.0025205608785166256	0.47331360729960564	0.037510829054081395	0.1121642527236666	0.19341026302589429	0.170230063624241	0.405039264255037	0.10877521868462002	0.0057568673996819	0.17635649104547907	1.4514566432657356	0.031625221130044866	1.2769734115049591	2.6881437960538133	0.23915712114660778	2.3785494653084736	0.007059928772399388	0.21190895304666038	0.0021620014874683888
15.0	1.0	8.219832212356925	2.8289662487111356	0.13129273690784704	1.9662950679886817	20.419308632544865	2.5365167853261035	0.6007513432992763	3.2767214696728733	0.20505738850782643	0.177595666370607	1.6085465778838628	0.9515601008529551	0.33340305345222293	0.09585373675779298	0.14334362932661712	0.16765113975619747	1.718285493169022	0.4187886008590024	0.1353298256354404	-0.0	2.4	2.2	0.02	2.2	2.0	0.02	1.8	1.3	0.02	1.2	9.6	0.6	0.4	0.8	0.02	3.2	1.2	0.2	0.02	0.4	1.006	0.1	3.4	1.4	0.3	2.4	0.2	0.4	0.8	2.4	0.2	1.0	0.2	1.4	1.4	0.32	1.4	0.2	0.8	0.4	3.0	1.4	0.4	3.0	1.6	1.6	0.6	1.6	0.4	0.02	1.7	0.8	0.4	4.4	0.8	0.6	0.6	0.3	0.4	2.0	2.0	2.0	1.7676273862120415	2.630346307954216	0.1643966442471385	1.032747745700933	1.4766549717734359	8.11685371304353	0.05073033570652207	1.1436554207594343	0.9337225937830722	2.19556664957956	3.9320657636074476	1.2643022292239656	1.6254811277776304	2.7062854515064285	1.476551161710745	1.0644188323726809	1.153476040926201	0.0028668725865323426	0.002625854738156941	0.0019170747351558595	2.0126027621145965	0.5974059311145786	0.06553442939345747	0.6220385517042333	1.2396739997729243	1.7275683885078972	2.0154734704404134	0.004101147770156528	0.40838617265089733	0.0035519133274121402	0.012015026865985526	0.0190312020170591	0.03217093155767726	0.4526535801632543	0.05657932497422271	0.9132502753175272	0.9261574077323862	0.726432981607361	0.0033530227951239495	0.5735938626168208	0.03932590135977364	0.11352949397642126	0.19576595952587353	0.1714592056208754	0.38385829726932275	0.11781169675432147	0.006668061069044459	0.18098064011388665	1.4637110997197065	0.03436570986338044	1.2978688651440748	2.921085338387337	0.28089895043302576	2.5635768869699547	0.008375772017180047	0.24869387331851706	0.002706596512708808
16.0	1.0	8.570773757921186	3.0009334536825008	0.13441329233879257	2.044166337720532	24.650577774519476	2.7651113773643954	0.6249746614103185	3.3945369051825174	0.186715123682677	0.15449990847103204	1.8353746538911233	1.1714426637709487	0.3790388324193743	0.09770010443815222	0.16802157627272413	0.2173645885671185	1.8446183277741959	0.4895410655040002	0.16740614931966466	-0.0	2.4	2.2	0.02	2.2	2.0	0.02	1.8	1.3	0.02	1.2	9.6	0.6	0.4	0.8	0.02	3.2	1.2	0.2	0.02	0.4	1.006	0.1	3.4	1.4	0.3	2.4	0.2	0.4	0.8	2.4	0.2	1.0	0.2	1.4	1.4	0.32	1.4	0.2	0.8	0.4	3.0	1.4	0.4	3.0	1.6	1.6	0.6	1.6	0.4	0.02	1.7	0.8	0.4	4.4	0.8	0.6	0.6	0.3	0.4	2.0	2.0	2.0	1.7509304902273881	2.7426476025347797	0.17141547515842373	1.048509261189343	1.583080227857788	8.848356407566065	0.05530222754728791	1.1529477387588722	0.9459335076707707	2.209633598237264	4.07344428621902	1.15577512560707	1.5028443521527663	2.9479586808586338	1.5502704521230248	1.1145658404904186	1.316684190145149	0.0033604315254544825	0.0026882658467758513	0.0019540020887630445	2.0254974650508255	0.6567997781097976	0.06789073810365034	0.7313455042071553	1.2420339856926121	1.7472442816005533	2.0213578543296773	0.00373430247365354	0.49301155549038955	0.0030899981694206408	0.012499493228206371	0.023428853275418975	0.036707493077822465	0.502605475275655	0.06001866907365001	0.9282401899937648	0.9382546903810716	0.7369882734341543	0.00434729177134237	0.6722210011910607	0.04088332675441064	0.11468060620429996	0.1976733491685461	0.17241282893791998	0.36424353014323624	0.1253791419402403	0.007580776648387486	0.18426983727234514	1.4730890654915094	0.03689236655548392	1.3148735746826787	3.1358511572161327	0.3246703926753343	2.728142692416659	0.009790821310080003	0.2865279364652494	0.0033481229863932933
17.0	1.0	8.892773611723415	3.1595333656183597	0.1371081886589998	2.1058248712895358	29.26207329552204	2.9824409687219684	0.6451789796360765	3.51622696272233	0.1711628398169941	0.13644526657389314	2.0652100319481614	1.407888886340775	0.42638858911807753	0.09912854547892896	0.19454996794901983	0.2780876359485531	1.9611050138498707	0.5652388426850055	0.2052398914722471	-0.0	2.4	2.2	0.02	2.2	2.0	0.02	1.8	1.3	0.02	1.2	9.6	0.6	0.4	0.8	0.02	3.2	1.2	0.2	0.02	0.4	1.006	0.1	3.4	1.4	0.3	2.4	0.2	0.4	0.8	2.4	0.2	1.0	0.2	1.4	1.4	0.32	1.4	0.2	0.8	0.4	3.0	1.4	0.4	3.0	1.6	1.6	0.6	1.6	0.4	0.02	1.7	0.8	0.4	4.4	0.8	0.6	0.6	0.3	0.4	2.0	2.0	2.0	1.7272426446396119	2.8456875557514927	0.1778554722344683	1.061892037253931	1.6852967439788737	9.543811099910299	0.05964881937443937	1.1601163910165833	0.9556397158115881	2.2197934528323375	4.219472355266796	1.0629371925441489	1.395867425188681	3.180779638576399	1.6138603433551326	1.1540823625242576	1.4816125899112982	0.0038909993589803966	0.002742163773179996	0.0019825709095785795	2.03481066509631	0.7144238802638414	0.0703245392544466	0.8422821686091918	1.244042540825057	1.7634844163142116	2.027054311379535	0.003423256796339882	0.5852414659104408	0.0027289053314778627	0.01290357959272153	0.028157777726815502	0.04130420063896323	0.5507430447487254	0.0631906673123672	0.9410131785425898	0.9474038359310493	0.7450873654750576	0.005561752718971063	0.7696760661341707	0.04211649742579072	0.11565031931999928	0.19912473169632702	0.17316081029316285	0.3462414838351226	0.1320998058860371	0.00852777178236155	0.1867364232330577	1.4798623018882253	0.039222100276997414	1.3289404764947512	3.33387852354478	0.37009511755910557	2.8744096833380928	0.01130477685370011	0.3249781261320233	0.004104797829444942
18.0	1.0	9.178736727062024	3.301678717968262	0.13939405816830003	2.148664902130703	34.221778264014546	3.1883426981722782	0.6620020493596465	3.638290836476198	0.15784218764618385	0.12198087930741063	2.2960310014792356	1.6609913732655095	0.47619296343385725	0.1001182783253816	0.22361238935943042	0.3522430124743134	2.068062334026361	0.6455132677509658	0.24973319345287404	-0.0	2.4	2.2	0.02	2.2	2.0	0.02	1.8	1.3	0.02	1.2	9.6	0.6	0.4	0.8	0.02	3.2	1.2	0.2	0.02	0.4	1.006	0.1	3.4	1.4	0.3	2.4	0.2	0.4	0.8	2.4	0.2	1.0	0.2	1.4	1.4	0.32	1.4	0.2	0.8	0.4	3.0	1.4	0.4	3.0	1.6	1.6	0.6	1.6	0.4	0.02	1.7	0.8	0.4	4.4	0.8	0.6	0.6	0.3	0.4	2.0	2.0	2.0	1.6943302669100797	2.937195752659848	0.1835747345412405	1.0730489685488245	1.7818770135223283	10.202696634151291	0.06376685396344557	1.1657315885505852	0.9634104934812024	2.2263931050699837	4.365949003771438	0.9828288673313657	1.3019677560133456	3.4028998764760505	1.6688136486549026	1.1858226172098851	1.6463476158098456	0.004472247787188609	0.0027878811633660007	0.002002365566507632	2.040860346314152	0.7710622978492216	0.07276581672952397	0.9527305046770758	1.2457130919434412	1.7770558535539318	2.032414611463653	0.0031568437529236773	0.6844355652802909	0.0024396175861482127	0.01324004098719293	0.033219827465310194	0.04592062002958471	0.597879942233961	0.06603357435936524	0.9517246916086535	0.9535500461400044	0.7506651189073951	0.007044860249486268	0.8640779727496072	0.042973298042614065	0.11645573765268853	0.20011820841791303	0.17375335142890086	0.32970644955005834	0.13819766900893785	0.009523859268677146	0.18864276094498247	1.484262070046656	0.04136124668052722	1.340687262563619	3.5157059678448137	0.4165173368196231	3.0039328637452094	0.012910265355019317	0.36342457967189495	0.004994663869057481
19.0	1.0	9.419404850683604	3.423529951757719	0.14127205958097913	2.1707215171569136	39.498420723273775	3.382289214018811	0.6760112397071842	3.757702512788973	0.14629777970226843	0.11012464155194492	2.5252457003094992	1.929652640036655	0.529050772822622	0.1006551746986611	0.2557883620185027	0.44197289429924763	2.1654869915003796	0.7296365104791013	0.30168183610137617	-0.0	2.4	2.2	0.02	2.2	2.0	0.02	1.8	1.3	0.02	1.2	9.6	0.6	0.4	0.8	0.02	3.2	1.2	0.2	0.02	0.4	1.006	0.1	3.4	1.4	0.3	2.4	0.2	0.4	0.8	2.4	0.2	1.0	0.2	1.4	1.4	0.32	1.4	0.2	0.8	0.4	3.0	1.4	0.4	3.0	1.6	1.6	0.6	1.6	0.4	0.02	1.7	0.8	0.4	4.4	0.8	0.6	0.6	0.3	0.4	2.0	2.0	2.0	1.6498444701835344	3.014209552218753	0.18838809701367207	1.082043012387551	1.87053535454341	10.823325484860197	0.06764578428037622	1.1701958458251362	0.969677086786413	2.2296540683941495	4.509243015346768	0.9129511942022375	1.2188331088381181	3.612726722725017	1.7162752736836215	1.2116298510098438	1.8085762511185504	0.005115767240370054	0.0028254411916195828	0.002013103493973222	2.043849562694637	0.8271530018772947	0.07515405025577947	1.0600273173747103	1.247043633712302	1.7884878826730513	2.0373463806378544	0.0029259555940453685	0.7899684144654755	0.002202492831038898	0.013520224794143686	0.0385930528007331	0.050504914006189984	0.644316670333558	0.06847059903515439	0.9604419077550086	0.9566498377671824	0.7536793311682451	0.008839457885984952	0.9530760979438023	0.04341443034313827	0.11710602531128426	0.20065303543718224	0.17422717742136482	0.31445519403697636	0.14378680661016138	0.010581015456452441	0.19014609711756453	1.4864360455960997	0.04330973983000759	1.350534692976281	3.6813278855506453	0.4630364739427305	3.1179941789498224	0.014592730209582025	0.4011180899940565	0.006033636722027523
20.0	1.0	9.603524625106841	3.520623932251814	0.1427309879383828	2.170314338217186	45.060450548346516	3.563435087236113	0.6876948128357728	3.87169302092174	0.13616970580401225	0.10020496124261663	2.750171525797513	2.2121769710124557	0.5856522784714281	0.10071987469172719	0.29173477241971385	0.5488682279567128	2.2531101625049796	0.8164818376777714	0.3616353606176631	-0.0	2.4	2.2	0.02	2.2	2.0	0.02	1.8	1.3	0.02	1.2	9.6	0.6	0.4	0.8	0.02	3.2	1.2	0.2	0.02	0.4	1.006	0.1	3.4	1.4	0.3	2.4	0.2	0.4	0.8	2.4	0.2	1.0	0.2	1.4	1.4	0.32	1.4	0.2	0.8	0.4	3.0	1.4	0.4	3.0	1.6	1.6	0.6	1.6	0.4	0.02	1.7	0.8	0.4	4.4	0.8	0.6	0.6	0.3	0.4	2.0	2.0	2.0	1.5918213857848813	3.073127880034189	0.1920704925021368	1.0888630420642482	1.9483734105145767	11.402992279155562	0.07126870174472226	1.173794377781873	0.9747674336831464	2.2295946829724236	4.646031625106088	0.8513059587443634	1.144513962396082	3.808626025332665	1.7572178524282454	1.2328143260421929	1.9658763092494391	0.005834695448394277	0.002854619758767656	0.002014397493834544	2.043795126058055	0.8830857639843845	0.0774338604184348	1.161275891584762	1.248018321592881	1.798154887769872	2.041790851654235	0.002723394116080245	0.9012090109669303	0.0020040992248523326	0.013753896256715456	0.04424353942024911	0.05500343051595026	0.690222546357143	0.07041247864503629	0.9671628494067424	0.9565930037042515	0.7540420207698264	0.010977364559134254	1.034541211236761	0.04340628676434372	0.11760425741324385	0.20071729288674856	0.17460945575101836	0.30030712711814606	0.1489450480066867	0.011713045569428562	0.19135014306831263	1.4863964553149491	0.045062203250099596	1.3587736803979023	3.830287276258465	0.5085313258951519	3.217714757684248	0.016329636753555428	0.4372624344382828	0.007232707212353262
21.0	1.0	9.718644673207999	3.5879542441601147	0.14374708473217343	2.145801209282947	50.875188503063065	3.7305373542053797	0.6974634252821508	3.9774873253529788	0.12717170260150404	0.0917476942825337	2.968082915529916	2.506584487976522	0.6468696556896532	0.10027903156455688	0.33227385247093616	0.6733836653600556	2.330356603335747	0.9044304309030666	0.429694288916264	-0.0	2.4	2.2	0.02	2.2	2.0	0.02	1.8	1.3	0.02	1.2	9.6	0.6	0.4	0.8	0.02	3.2	1.2	0.2	0.02	0.4	1.006	0.1	3.4	1.4	0.3	2.4	0.2	0.4	0.8	2.4	0.2	1.0	0.2	1.4	1.4	0.32	1.4	0.2	0.8	0.4	3.0	1.4	0.4	3.0	1.6	1.6	0.6	1.6	0.4	0.02	1.7	0.8	0.4	4.4	0.8	0.6	0.6	0.3	0.4	2.0	2.0	2.0	1.51945256105471	3.1099662954265597	0.19437289346415998	1.0934231546188398	2.012042911614913	11.937719533457216	0.0746107470841076	1.1767314505540147	0.9789319293775656	2.2259630438119844	4.772984790423575	0.7962833352010432	1.0773727778161502	3.9886743074736284	1.792463606995966	1.2503519128680107	2.115718470148072	0.006645477049418723	0.002874941694643469	0.0020055806312911377	2.040466123494319	0.9392677567230179	0.07954974650705958	1.2533769563552901	1.2486097183176272	1.8063205991381472	2.0457038093162474	0.002543434052030081	1.0175037700612612	0.001834953885650674	0.013949268505643016	0.05013168975953044	0.05936165831059832	0.7357308730091662	0.07175908488320229	0.9718176615330304	0.9531444064898943	0.7515684584271104	0.013467673307201111	1.1068748150582046	0.042916024185658944	0.11794773659764679	0.20027864281385535	0.17492047990423665	0.2870888058158757	0.15373303315553952	0.012937393113793064	0.19232712383110745	1.483975362541323	0.046607132066714935	1.36559838402863	3.9616062256707694	0.5516666291559478	3.3040462893234266	0.018088608618061334	0.47109513717526	0.00859388577832528
22.0	1.0	9.752733903918484	3.620249144981857	0.14428382661954883	2.095574314254971	56.90782455616091	3.8817809798447707	0.705657238158863	4.071994123619747	0.11906965771734437	0.08440468162937936	3.176070564842418	2.810766917953935	0.7137864077335532	0.0992801095440754	0.3784481461288891	0.8140385718733283	2.396235235486457	0.9912030000323466	0.5052321585712296	-0.0	2.4	2.2	0.02	2.2	2.0	0.02	1.8	1.3	0.02	1.2	9.6	0.6	0.4	0.8	0.02	3.2	1.2	0.2	0.02	0.4	1.006	0.1	3.4	1.4	0.3	2.4	0.2	0.4	0.8	2.4	0.2	1.0	0.2	1.4	1.4	0.32	1.4	0.2	0.8	0.4	3.0	1.4	0.4	3.0	1.6	1.6	0.6	1.6	0.4	0.02	1.7	0.8	0.4	4.4	0.8	0.6	0.6	0.3	0.4	2.0	2.0	2.0	1.4339664038925242	3.120874849253915	0.19505467807836968	1.0955633049880793	2.0579695902834976	12.421699135503268	0.07763561959689541	1.1791552360899713	0.9823626738182409	2.2181600718776644	4.886392948343697	0.7465463644289726	1.015998170642767	4.150367927135644	1.8226783210457436	1.2649850628229486	2.2553418887805132	0.007568962922577783	0.0028856765323909766	0.001985602190881508	2.0333133992211927	0.996104731876644	0.08143988247239495	1.332984747536094	1.2487822684095657	1.813161858636449	2.0490391383569477	0.0023813931543468876	1.1381564911232183	0.0016880936325875872	0.014113144763177262	0.05621533835907871	0.06352141129684837	0.78094016116567	0.07240498289963714	0.9742679204690201	0.9459080269246066	0.7459433152638636	0.016280771437466566	1.1691352058009548	0.04191148628509942	0.11812802232237711	0.199277508972098	0.17517554730134965	0.27462865112834095	0.15819818686346795	0.014275728154671064	0.19312895859966053	1.4787733812517763	0.04792470470972914	1.371120829936663	4.073599900326976	0.5908695365973855	3.3776975425499076	0.01982406000064693	0.5019493105865941	0.010104643171424591
23.0	1.0	9.696549447296574	3.6125918902912417	0.14429363155531214	2.0183990473344346	63.120045326988944	4.014511178454911	0.712555149584927	4.151430429211709	0.11166314034373115	0.07790913367782543	3.3707598549229902	3.1225446372457397	0.7876509235869781	0.09765150059135701	0.43154488071924124	0.966543808268111	2.449165883005221	1.0735949420342563	0.5865332157442776	-0.0	2.4	2.2	0.02	2.2	2.0	0.02	1.8	1.3	0.02	1.2	9.6	0.6	0.4	0.8	0.02	3.2	1.2	0.2	0.02	0.4	1.006	0.1	3.4	1.4	0.3	2.4	0.2	0.4	0.8	2.4	0.2	1.0	0.2	1.4	1.4	0.32	1.4	0.2	0.8	0.4	3.0	1.4	0.4	3.0	1.6	1.6	0.6	1.6	0.4	0.02	1.7	0.8	0.4	4.4	0.8	0.6	0.6	0.3	0.4	2.0	2.0	2.0	1.339264575856477	3.102895823134904	0.1939309889459315	1.0950585733802107	2.0827138932992195	12.846435771055717	0.08029022356909822	1.1811745758865326	0.9852077783889904	2.2051392147887787	4.9817165150540506	0.7009384820278808	0.9591138050505466	4.290242041910994	1.8483590418413576	1.2772842885876894	2.3815475145036014	0.008630897614384824	0.0028858726311062426	0.00195303001182714	2.0213776135563806	1.0539186815840198	0.08302860858423419	1.396485112146422	1.2484972561453425	1.8187794825609656	2.051733052892646	0.002233262806874623	1.262400906539779	0.0015581826735565085	0.01425110299169854	0.0624508927449148	0.0674151970984598	0.8258725458005203	0.07225183780582484	0.9743126255277983	0.9343207103436635	0.7367116717487835	0.01933087616536222	1.221015872592391	0.04036798094668869	0.1181313083248686	0.19762359567054494	0.17538628607520798	0.26274918684808146	0.16237382632123612	0.01575301847173956	0.19379372444718293	1.470092809859186	0.04898331766010443	1.375372854273776	4.1635820011088756	0.624262667329694	3.439018010618825	0.021471898840685125	0.5292825629793114	0.011730664314885553
