time	Cell	UbE	UbE2	Wee1	Cdc25	G2K	R	G1K	IE	PG2	G1R	G2R	PG2R	SPF	MPF	IEB	UbEB	UbE2B	Wee1B	Cdc25B	Rum1Total	Cdc13Total	Cig2Total	mu	Mass	k1	k2prime	k3	k4	k5	k6prime	k7	k7r	k8	k8r	kc	kcr	ki	kir	kp	ku	kur	ku2	kur2	kw	kwr	V2	V2prime	V6	V6prime	V25	V25prime	Vw	Vwprime	Kmc	Kmcr	Kmi	Kmir	Kmp	Kmu	Kmur	Kmu2	Kmur2	Kmw	Kmwr	alpha	beta	Cig1	k2	k6	kwee	k25	G2K_Creation	G1K_Creation	Cdc2Phos	G2R_Creation	PG2R_Creation	Rum1DegInG2R	Rum1Deg	Rum1DegInPG2R	RumDegInG1R	G2K_dissoc	PG2_dissoc	G1K_Dissociation	PG2R_Dissociation	G2R_Dissociation	G1R_Dissociation	G1R_Binding	G2R_Dissociation_UbE	PG2R_Dissociation_UbE	Rum1_Production	Rum1_Deg_SPF	IE_Reaction	UbE_Reaction	UbE2_Reaction	Wee1_Reaction	Cdc25_Reaction
10.0	1.0	1.039305821234622E-6	2.1056965054429795E-4	0.9995253811296945	4.7427124176793403E-4	0.0013358269097060393	0.3466266906944318	0.001715858888346243	5.2860981126838124E-5	3.085566160290916E-5	0.015399555936146418	0.1108770857748046	0.0021138315646869535	0.0017663344148727454	0.0013373696927861847	0.9999471390188731	0.9999989606941788	0.9997894303494557	4.7461887030553207E-4	0.9995257287582321	0.47501716397006977	0.1143575999108005	0.01711541482449266	0.00495	0.2574326700926326	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.00750025203166165	0.039071376017186826	0.34985049505585375	0.02522527883983977	0.015	0.00175	4.66561363001868E-4	0.03521561752771694	8.581564305916694E-4	0.02078945358277586	0.06499250450520597	3.963434183788038E-4	0.0028874167380274532	1.0019038493471025E-5	2.3142523862548376E-7	6.704096781900824E-5	1.0569157823434768E-4	0.0055438542887402305	0.0	0.004407669288046206	8.316060878472011E-4	1.5854269487633846E-5	0.09375	0.0029471268925110017	3.820865129449281E-6	7.5542739497125E-8	1.555318000240227E-5	-3.4795948007325644E-5	3.5656869593405976E-5
11.0	1.0	1.1167805498574924E-6	2.2621700534224362E-4	0.9994898821994092	5.100849422819655E-4	0.0014334557261702825	0.3384276618039205	0.001881988642807654	5.677582310052221E-5	3.554617103030583E-5	0.016913055674609892	0.11868330949068448	0.002460981853385063	0.0019057301954237113	0.0014352330347217979	0.9999432241768995	0.9999988832194502	0.9997737829946578	5.10117800590848E-4	0.999489915057718	0.4764850088225999	0.12261329324127013	0.018795044317417547	0.00495	0.258710120891926	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.00750027081928334	0.039188144402366495	0.3498393128928139	0.025242290347583934	0.015	0.00175	5.005818995357893E-4	0.03664377602165651	9.568825694483595E-4	0.022253120529503338	0.0634551865882351	4.6143409750969925E-4	0.0031711979389893548	1.075130615372958E-5	2.6660590931585765E-7	7.375164269796008E-5	1.2304909266925315E-4	0.005934165474534224	0.0	0.004677864591808291	8.901569629089543E-4	1.8458030381729818E-5	0.09375	0.0031952644809464252	3.855867873439004E-6	7.617868426689032E-8	1.568508247507352E-5	-3.587475443042089E-5	3.5956072419335034E-5
12.0	1.0	1.1949549208246094E-6	2.4200092925059585E-4	0.9994537842867495	5.462091194628539E-4	0.0015318654564678564	0.3302195966386782	0.002055076225964961	6.072609980028614E-5	4.0594762270656946E-5	0.018412730510956713	0.12601867057981836	0.002821538213808387	0.0020476642510726295	0.0015338951945813894	0.9999392739001998	0.9999988050450792	0.9997579990707494	5.462157132505308E-4	0.9994537908805371	0.47747253594326167	0.13041266901236528	0.020467806736921675	0.00495	0.2599939107488999	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.0075002897765683	0.039305931934532565	0.349827942050326	0.025259449331744857	0.015	0.00175	5.348639387934236E-4	0.03798333225597218	0.0010583647808850983	0.023628500733715942	0.061916174369752164	5.290384150890726E-4	0.003452386970804384	1.1489434822223996E-5	3.0447248044082884E-7	8.077668625805482E-5	1.4107691069041936E-4	0.006300933528990919	0.0	0.004944991372903195	9.451765466065401E-4	2.116235421922383E-5	0.09375	0.0034500238720370814	3.887282753943142E-6	7.684865361938272E-8	1.582403567728318E-5	-3.625988696054892E-5	3.627619365077989E-5
13.0	1.0	1.2738417475586563E-6	2.579283777740228E-4	0.9994173334911023	5.826620364358036E-4	0.0016310980596664496	0.3220534503293653	0.002235274798064387	6.471248835600146E-5	4.601787652034374E-5	0.01989810829996096	0.1329091717316539	0.003194994352619465	0.0021922176530085637	0.0016333989534924667	0.999935287511644	0.9999987261582525	0.999742071622226	5.826665088977112E-4	0.9994173379635642	0.4780557247135996	0.13778128202046014	0.022133383098025348	0.00495	0.26128407111967916	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500308906623784	0.03942479051913864	0.3498164600496972	0.02527676446730701	0.015	0.00175	5.694217662003568E-4	0.03923915862094591	0.0011625221557587922	0.024920469699685106	0.06038502193675599	5.990614411161497E-4	0.0037308953062426802	1.2233739304493043E-5	3.4514828912944763E-7	8.812524066639839E-5	1.5974971763097325E-4	0.0066454585865826955	0.0	0.0052089687815130145	9.968598445109138E-4	2.3963444599564464E-5	0.09375	0.003711620237672448	3.9261572915530625E-6	7.755895881742099E-8	1.5970948038291667E-5	-3.660150963470969E-5	3.661256222668545E-5
14.0	1.0	1.353496249289894E-6	2.7400573136823303E-4	0.9993805373061587	6.194582238197422E-4	0.0017311865355703478	0.3139684118024268	0.002422723053643591	6.873766485978337E-5	5.183216731649196E-5	0.021368722450239498	0.13937935894431308	0.0035808840761235054	0.0023394589073470703	0.0017337781439361725	0.9999312623351402	0.9999986465037507	0.9997259942686317	6.194626938412773E-4	0.9993805417761803	0.47829737727310284	0.14474326172332344	0.02379144550388309	0.00495	0.2625806336164837	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500328222840452	0.039544767770335436	0.34980486925143994	0.02529424265631438	0.015	0.00175	6.042664243075328E-4	0.04041585281624545	0.001269277917651313	0.026133629802058703	0.05886907721295502	6.714157642731572E-4	0.004006635459419906	1.2984467231739667E-5	3.8875826737487313E-7	9.580602052817374E-5	1.7904420380617528E-4	0.006968967947215654	0.0	0.0054697128488720905	0.0010453909395714413	2.6857805898869086E-5	0.09375	0.003980250681465241	3.960304200015773E-6	7.828781298672393E-8	1.612173411976456E-5	-3.695069254692324E-5	3.6961731067822884E-5
15.0	1.0	1.4339170284380768E-6	2.9023752347775934E-4	0.9993433858219017	6.566096305398755E-4	0.0018321592675172645	0.3059940980204083	0.0026175495027188364	7.280163220712065E-5	5.8054642665711294E-5	0.022824107996823807	0.1454524010735935	0.003978776589178124	0.0024894493753302594	0.00183506199965055	0.9999271983677929	0.9999985660829716	0.9997097624765222	6.566141780982582E-4	0.9993433903694601	0.4782493836800037	0.15132139157295457	0.025441657499542643	0.00495	0.2638836300084004	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500347724879396	0.039665897518952775	0.349793166533899	0.02531188957450644	0.015	0.00175	6.39407319074851E-4	0.041517752142008375	0.0013785601429213315	0.027272325201298783	0.05737389337882655	7.460206104708982E-4	0.004279520249404464	1.3741831593739816E-5	4.35430007036454E-7	1.0382745032563116E-4	1.989388294589062E-4	0.007272620053679676	0.0	0.005727136191399805	0.0010909435854705724	2.9842207938445545E-5	0.09375	0.0042561029946600205	4.002152722395297E-6	7.905012769547233E-8	1.627899249444036E-5	-3.731133860616475E-5	3.732256035127472E-5
16.0	1.0	1.5151562588221698E-6	3.066291223227077E-4	0.9993058675985711	6.941276564759617E-4	0.0019340435199318186	0.29815235669049533	0.002819876230319267	7.690692204071716E-5	6.470281681637306E-5	0.02426379803939088	0.151150164375682	0.004388273400087355	0.0026422477183524543	0.0019372786607726373	0.9999230930779592	0.9999984848437412	0.9996933708776773	6.941324014289041E-4	0.9993058723435241	0.47795459250565553	0.15753718411251752	0.027083674269710145	0.00495	0.26519309222216364	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500367425392764	0.039788219825333204	0.3497813482935499	0.025329710636826083	0.015	0.00175	6.748534464328084E-4	0.04254894690339708	0.0014903023918227687	0.028340655820440375	0.055903566879467875	8.228012625163791E-4	0.00454946213238579	1.4506037016188574E-5	4.852948995806797E-7	1.1219785533217492E-4	2.1941367000436778E-4	0.0075575082187840995	0.0	0.005981147632512906	0.0011336817692261271	3.291366286373275E-5	0.09375	0.004539363000741007	4.038802783212455E-6	7.982600743448604E-8	1.6439414892568038E-5	-3.768267006293573E-5	3.7694370224143885E-5
17.0	1.0	1.5972118224881729E-6	3.231849934431627E-4	0.9992679715418215	7.320236309124135E-4	0.002036868302888201	0.29045874616360756	0.003029822276046979	8.105354801111797E-5	7.179487671212446E-5	0.025687320405707526	0.15649328240178723	0.00480900645636605	0.002797913615735552	0.0020404580467238073	0.9999189464519889	0.9999984027881775	0.9996768150065568	7.320284581785463E-4	0.9992679763690876	0.4774483554274684	0.16341095203775363	0.028717142681754505	0.00495	0.26650905234293737	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500387323866953	0.0399117680135696	0.34976941103567377	0.025347711224683395	0.015	0.00175	7.106143908561278E-4	0.04351329309555148	0.0016044443414408407	0.029342490450335105	0.05446101490567642	9.016887105686344E-4	0.004816372576070161	1.5277301199369055E-5	5.384893832102089E-7	1.2092556380393244E-4	2.4045032281830252E-4	0.007824664120089362	0.0	0.00623165175342098	0.0011737602315966963	3.6069411065722256E-5	0.09375	0.004830220862857196	4.082924262067576E-6	8.063972646284254E-8	1.660683135300137E-5	-3.8066475951983566E-5	3.807837016950766E-5
18.0	1.0	1.6801356716945026E-6	3.3991131947901413E-4	0.999229684539896	7.703104450608472E-4	0.002140666754319778	0.28292374911249657	0.003247506742361784	8.524403899877334E-5	7.934986564891862E-5	0.027094194452385534	0.16150122155448665	0.005240637249160302	0.0029565109331926697	0.0021446342476022237	0.9999147559610012	0.9999983198643283	0.999660088680521	7.703154601039763E-4	0.9992296895549392	0.47675980236852905	0.16896187542361565	0.030341701194747318	0.00495	0.26783154261510017	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500407432900385	0.04003658822161214	0.3497573506300672	0.025365897461403903	0.015	0.00175	7.467011520171238E-4	0.044414424217814455	0.001720932423180466	0.030281479041466247	0.05304820295859311	9.826194842175566E-4	0.005080161459822288	1.6055872835462806E-5	5.951563221127962E-7	1.300190901908478E-4	2.6203186245801513E-4	0.008075061077724334	0.0	0.006478548382932509	0.0012113249625697636	3.930691457673656E-5	0.09375	0.005128876622619887	4.12411792584692E-6	8.147310646172999E-8	1.6778964345331732E-5	-3.846346689874479E-5	3.847581444823157E-5
19.0	1.0	1.7639476489245098E-6	3.568143923783654E-4	0.9991909921014328	8.090027592958718E-4	0.0022454781668135803	0.27555376667866205	0.0034730517129844436	8.947950598687714E-5	8.738788722372764E-5	0.028483927911475634	0.16619234256966584	0.00568285668598919	0.0031181104894208774	0.0022498475611747665	0.9999105204940131	0.999998236052351	0.9996431856076217	8.090078985671934E-4	0.9991909972407041	0.4759128938457927	0.17420806530969235	0.03195697962446008	0.00495	0.2691605954430355	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500427757304863	0.04016272740312355	0.3497451625119513	0.025384276310665543	0.015	0.00175	7.831268480937618E-4	0.04525576242905133	0.0018397204800599091	0.031161064231812342	0.051666331252249134	0.0010655356286229732	0.005340736483401681	1.684204677079062E-5	6.554465349850738E-7	1.394872292055455E-4	2.841428342994595E-4	0.008309617128483292	0.0	0.006721732022678865	0.0012465136592610404	4.2623856028378846E-5	0.09375	0.005435545197014513	4.168462625871671E-6	8.234822065806503E-8	1.6958914955613955E-5	-3.887671656232789E-5	3.8889360308489926E-5
20.0	1.0	1.848686991907271E-6	3.7390216716136186E-4	0.9991518766211714	8.481180976915141E-4	0.0023513497511434694	0.26835193154763265	0.003706585051870841	9.376192696079655E-5	9.593033236463557E-5	0.02985601372764947	0.17058395817039373	0.006135385581389782	0.0032827925307294115	0.002356146267761701	0.9999062380730392	0.9999981513130081	0.9996260978328386	8.48123378828558E-4	0.9991518819023085	0.4749272890270656	0.17916662383529164	0.03356259877952031	0.00495	0.27049624339192674	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500448306595537	0.04029024492244166	0.349732841135669	0.025402856096403473	0.015	0.00175	8.199073245427149E-4	0.04604052892930016	0.0019607704402666553	0.031984492156948825	0.050315987165181125	0.001150384796510584	0.0055980025739342755	1.763617725917787E-5	7.195204989354779E-7	1.4933921956573732E-4	3.067692790694891E-4	0.008529197908519687	0.0	0.006961091208386276	0.0012794561601914935	4.6018142394245665E-5	0.09375	0.005750461003860496	4.216734537733618E-6	8.326496303880318E-8	1.7147672699277267E-5	-3.9309026715388974E-5	3.932200945304821E-5
21.0	1.0	1.93441349124058E-6	3.9118427321912293E-4	0.9991123171230027	8.876773905559407E-4	0.0024583382195725594	0.26131877170077467	0.003948243140078791	9.80943284606718E-5	1.0500013320406898E-4	0.031209926815576272	0.17469238710289817	0.006597975650906143	0.0034506490112524604	0.0024635882262327626	0.9999019056715394	0.9999980655865087	0.9996088157267808	8.876828769972533E-4	0.999112322609444	0.4738190612701553	0.18385370110658095	0.035158169955655065	0.00495	0.27183851918855473	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500469095271625	0.0404192126388977	0.3497203798937459	0.02542164676051407	0.015	0.00175	8.570616997601096E-4	0.046771753686087235	0.002084053018639889	0.03275482258179341	0.04899726969389525	0.0012371204345449018	0.005851861277920551	1.843868984162905E-5	7.875502540965234E-7	1.5958487902891384E-4	3.2989878254530716E-4	0.008734619355144909	0.0	0.0071965077958563665	0.001310274850644515	4.948791246097621E-5	0.09375	0.006073882371526218	4.263296096053827E-6	8.422544457023989E-8	1.73456046711133E-5	-3.976377903995663E-5	3.9777255956280864E-5
22.0	1.0	2.0211641287563828E-6	4.086714953285571E-4	0.9990722891002594	9.277053154825567E-4	0.0025665112566431057	0.2544527510022731	0.00419817360595851	1.024787076799446E-4	1.1462204802351869E-4	0.032545120682974424	0.17853300474263128	0.007070410925726498	0.003621785760533909	0.0025722423590442815	0.99989752129232	0.9999979788358713	0.9995913285046715	9.277108997406414E-4	0.9990722946845174	0.4726012873536053	0.1882845489730244	0.036743294288932936	0.00495	0.27318745572210007	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500490132301223	0.04054971103388936	0.3497077710665817	0.025440660024854216	0.015	0.00175	8.946128704228332E-4	0.04745228449885079	0.0022095484519372493	0.03347493838924337	0.0477098908129262	0.0013257020485737184	0.0061022101280577045	1.9250092354891628E-5	8.597215401445589E-7	1.7023472659171888E-4	3.5352054628632495E-4	0.008926650237131564	0.0	0.007427856163915316	0.0013390850403621935	5.303154737972636E-5	0.09375	0.0064060958669976365	4.317089907633197E-6	8.525598724998606E-8	1.755697082038519E-5	-4.02459286991258E-5	4.025963506584188E-5
23.0	1.0	2.1090149035410732E-6	4.2637730083561263E-4	0.9990317630081719	9.682312603495354E-4	0.002675948937254716	0.2477507081810409	0.004456538101394499	1.0691887881861206E-4	1.2482298236019898E-4	0.03386102386246564	0.1821202904336977	0.007552509530547169	0.003796324611721351	0.002682190086372726	0.9998930811211814	0.9999978909850965	0.9995736226991644	9.682369918281308E-4	0.9990317687396505	0.47128453200775144	0.1924735718838598	0.03831756196386014	0.00495	0.27454308604494776	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500511436114109	0.04068184060748576	0.3496950053475741	0.02545990984866603	0.015	0.00175	9.325879960451909E-4	0.048084795382746195	0.0023372472746461706	0.03414755445631832	0.04645325778394517	0.0014160955369775944	0.006348941974212307	2.0070985606336396E-5	9.362362066825422E-7	1.8130017270211822E-4	3.776254765273585E-4	0.009106014521684885	0.0	0.007655002320316221	0.0013659953211463726	5.664768410522984E-5	0.09375	0.0067474206664681485	4.374300508290692E-6	8.635274007707218E-8	1.7782308598422898E-5	-4.0759649104176246E-5	4.077370558118118E-5
24.0	1.0	2.198048778888536E-6	4.443172232543174E-4	0.9989907044680796	0.0010092896036196755	0.0027867451509205657	0.24120821198576803	0.004723515176189185	1.1141907927875287E-4	1.356323527903918E-4	0.035157036080644764	0.185467871695819	0.00804412578822875	0.003974405562607382	0.0027935267685600855	0.9998885809207212	0.9999978019512211	0.9995556827767457	0.0010092955319204178	0.9989907103963803	0.4698772455504605	0.1964343749877587	0.03988055125683395	0.00495	0.2759054433734956	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.0075005330268288805	0.04081571727853534	0.34968207190744505	0.025479412561719348	0.015	0.00175	9.71018985578466E-4	0.048671794341774	0.002467151151576455	0.03477522594296606	0.045226539747331505	0.0015082735852928906	0.006591944265120893	2.0902074041834937E-5	1.01731494161084E-6	1.9279365999220883E-4	4.0220628941143753E-4	0.00927339358479095	0.0	0.007877802891297858	0.0013911078970701516	6.0335231146575646E-5	0.09375	0.007098213095562971	4.432639047347118E-6	8.752610324867102E-8	1.802350113702363E-5	-4.131019821196737E-5	4.1324725634562555E-5
25.0	1.0	2.288349978616731E-6	4.625090918950171E-4	0.9989490736055571	0.0010509202741110417	0.002899009085588827	0.23481984711978526	0.004999303309409805	1.159836538220173E-4	1.4708250106593374E-4	0.03643252410260382	0.18858856541228897	0.008545152635332636	0.004156189037994575	0.0029063632106421235	0.999884016346178	0.9999977116500214	0.999537490908105	0.0010509263944429303	0.998949079725889	0.4683860892700107	0.20017980963427637	0.04143182741201363	0.00495	0.27727456108897375	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500554924869814	0.04095147409826656	0.34966895818575044	0.025499187130202747	0.015	0.00175	0.0010099430025106116	0.049215630486454776	0.002599273777896558	0.03536035601480418	0.04402872133495973	0.0016022161191248693	0.006831098269238217	2.174417687415561E-5	1.103200377732259E-6	2.0472883998467393E-4	4.272576317666318E-4	0.00942942827061445	0.0	0.008096103977950088	0.001414518893077277	6.409338668270847E-5	0.09375	0.007458871464249287	4.495047943230308E-6	8.879520383800905E-8	1.8283907543474847E-5	-4.1903720233512406E-5	4.19187059356803E-5
26.0	1.0	2.380007036962949E-6	4.8097334555539473E-4	0.99890682444035	0.0010931693715770011	0.0030128668273117086	0.22857944297247731	0.005284124158954322	1.206171929975529E-4	1.5920916826827608E-4	0.03768681717056807	0.1914944160842194	0.009055524349252345	0.004341858325463703	0.0030208272857251226	0.9998793828070024	0.999997619992963	0.9995190266544446	0.0010931755596500503	0.998906830628423	0.4668162005765172	0.20372201642905174	0.042970941329522394	0.00495	0.2786504727382582	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500577151706463	0.04108926359120713	0.3496556496987102	0.02551925545149908	0.015	0.00175	0.0010494030085241083	0.0497185005052946	0.002733641864962161	0.03590520301579114	0.042858645557339495	0.0016979108154848146	0.007066278219481513	2.2598240086068542E-5	1.1941606498552212E-6	2.1712077041593985E-4	4.5277621746261725E-4	0.00957472080421097	0.0	0.008309739851455085	0.0014363186419606667	6.792165903072367E-5	0.09375	0.007829841332425758	4.569001589090679E-6	9.018482600283101E-8	1.8568119626469377E-5	-4.2547292455271356E-5	4.256243142073237E-5
27.0	1.0	2.4731570753660916E-6	4.997341849426523E-4	0.9988639035523527	0.00113609012000825	0.0031284631343785163	0.22248025499771776	0.005578226099592539	1.253266042620045E-4	1.720520408636974E-4	0.03891920194513351	0.19419673120964426	0.009575219604712061	0.0045316222613198355	0.003137065736421701	0.999874673395738	0.9999975268429246	0.9995002658150574	0.001136096447647339	0.9988639098799917	0.46517140775720756	0.20707246598959853	0.04449742804472605	0.00495	0.2800332120346906	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500599740590776	0.04122926635513455	0.34964212961899105	0.02553964280700392	0.015	0.00175	0.0010894483650707332	0.05018245446778473	0.002870296231952109	0.0364118871018083	0.04171504781207208	0.0017953536758835115	0.007297350364712532	2.3465349774167305E-5	1.2904934930703624E-6	2.2998616964926407E-4	4.787609802356031E-4	0.009709836560482214	0.0	0.008518531456209375	0.0014565919517346344	7.1819889683203E-5	0.09375	0.008211621355377468	4.647034156146862E-6	9.169299104565422E-8	1.8876965651263948E-5	-4.32473746554236E-5	4.326284199150394E-5
28.0	1.0	2.5679330557693513E-6	5.188187364954564E-4	0.9988202502551682	0.0011797432502738995	0.00324596345189415	0.2165151068005733	0.005881888129897598	1.301187041134913E-4	1.8565538360073967E-4	0.040128916837759	0.19670611381466066	0.010104264893554628	0.004725718253548587	0.003255246221074187	0.9998698812958865	0.9999974320669442	0.9994811812635045	0.001179749744831815	0.9988202567497261	0.46345440234654756	0.21024199754371017	0.046010804967656596	0.00495	0.2814228128589131	0.015	0.05	0.09375	0.1875	0.00175	0.0	100.0	0.1	10.0	0.1	1.0	0.25	0.4	0.1	6.5	0.2	0.1	1.0	0.3	1.0	0.25	0.25	0.0075	7.5	0.0375	0.5	0.025	0.35	0.035	0.1	0.1	0.01	0.01	0.001	0.01	0.01	0.05	0.05	0.1	0.1	0.25	0.05	0.0	0.007500622723766024	0.04137168482109734	0.34962837883037795	0.025560378043880106	0.015	0.00175	0.0011301355176376927	0.050609400964295864	0.0030092930314860925	0.036882396340248876	0.04059658252510749	0.0018945496675414927	0.007524171907079813	2.4346747227791263E-5	1.392530989025206E-6	2.4334362186307707E-4	5.052132446777314E-4	0.009835305690733034	0.0	0.008722284682562125	0.0014754183471819495	7.578827886754712E-5	0.09375	0.008604769881574171	4.731126455690977E-6	9.334139692035069E-8	1.9214469298985126E-5	-4.4012183314890135E-5	4.4028045038321806E-5
